Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Daikaijuu Battle: Ultra Coliseum,Nintendo,2008,Fighting,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Saki: Achiga-Hen Portable,Playstation,2013,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,
Minna de Dokusho: Keatai Shousetsu Desu,Playstation,2008,Misc,Dorart,0,0,0.02,0,0.02,,,,,,
Polar Bowler,Nintendo,2008,Sports,Mumbo Jumbo,0.02,0,0,0,0.02,,,tbd,,Engine Software,E
Prehistorik Man,Nintendo,2001,Platform,THQ,0.01,0.01,0,0,0.02,69,11,tbd,,Titus Software,E
Winter Sports 2011,Microsoft,2011,Sports,DTP Entertainment,0,0.02,0,0,0.02,,,,,DTP Entertainment,
F1 2002,Nintendo,2002,Racing,"Destination Software, Inc",0.01,0.01,0,0,0.02,,,tbd,,Magic Pockets,E
Chicago Enforcer,Microsoft,2005,Shooter,Kemco,0.02,0,0,0,0.02,33,9,2.8,4,Touchdown Entertainment,M
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,Playstation,2015,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Chevrolet Camaro: Wild Ride,Nintendo,2010,Racing,Storm City Games,0.02,0,0,0,0.02,,,tbd,,Visual Impact,E
Jinguuji Saburou DS: Akai Chou,Nintendo,2010,Adventure,Arc System Works,0,0,0.02,0,0.02,,,,,,
Carmageddon: Max Damage,Microsoft,2016,Action,Stainless Games,0.01,0.01,0,0,0.02,52,15,7.1,12,Stainless Games,M
Dance Dance Revolution Extra Mix,Playstation,2001,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
UnchainBlades EXXiV,Playstation,2012,Role-Playing,FuRyu,0,0,0.02,0,0.02,,,,,,
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,Nintendo,2008,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Super Bowling,Nintendo,1999,Sports,Athena,0.02,0,0,0,0.02,,,,,,
Rat Attack!,Nintendo,2000,Puzzle,Mindscape,0.02,0,0,0,0.02,,,,,,
Kawaii Koinu DS 3,Nintendo,2010,Simulation,MTO,0,0,0.02,0,0.02,,,,,,
Hoppie,Nintendo,2011,Platform,Jack of All Games,0.02,0,0,0,0.02,,,tbd,,Jack of All Games,E
Chuugen no Hasha: Sangoku Shouseiden,Playstation,2006,Strategy,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Resident Evil 4 HD,Microsoft,2016,Shooter,Capcom,0.02,0,0,0,0.02,,,,,,
Largo Winch .// Commando Sar,Playstation,2002,Adventure,Ubisoft,0.01,0.01,0,0,0.02,,,,,,
Joker no Kuni no Alice: Wonderful Wonder World,Playstation,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,,,,
Cross Treasures,Nintendo,2009,Role-Playing,Square Enix,0,0,0.02,0,0.02,,,,,,
Ruff Trigger: The Vanocore Conspiracy,Playstation,2006,Platform,Natsume,0.01,0.01,0,0,0.02,57,8,7,7,Playstos Entertainment,E10+
Fast & Furious: Showdown,Playstation,2013,Action,Activision,0,0.02,0,0,0.02,,,,,,
Princess Isabella: A Witch's Curse,Nintendo,2010,Adventure,Destineer,0.02,0,0,0,0.02,,,tbd,,Gogii Games,E
Casper's Scare School: Spooky Sports Day,Nintendo,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02,,,tbd,,Blast! Entertainment Ltd,E
Ferrari Challenge Trofeo Pirelli Deluxe,Nintendo,2009,Racing,System 3 Arcade Software,0,0.02,0,0,0.02,,,,,,
Silent Bomber,Playstation,1999,Action,Virgin Interactive,0.01,0.01,0,0,0.02,,,,,,
Elminage Original: Majo to Megami to Kamigami no Yubiwa,Playstation,2011,Role-Playing,Starfish,0,0,0.02,0,0.02,,,,,,
PDC World Championship Darts: Pro Tour,Microsoft,2010,Sports,O-Games,0,0.02,0,0,0.02,,,,,,
TalkMan,Playstation,2006,Misc,Sony Computer Entertainment,0,0,0.02,0,0.02,,,,,,
XGRA: Extreme G Racing Association,Microsoft,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02,66,15,6.8,5,Acclaim Studios Cheltenham,T
Arslan: The Warriors of Legend,Microsoft,2016,Action,Tecmo Koei,0.01,0,0,0,0.02,,,5.8,12,Omega Force,T
Darksiders: Warmastered Edition,Playstation,2016,Action,Nordic Games,0.02,0,0,0,0.02,79,9,8.5,15,Nordic Games Publishing,M
Uta no * Prince-Sama,Playstation,2010,Adventure,Broccoli,0,0,0.02,0,0.02,,,,,,
Elminage Gothic: Ulm Zakir to Yami no Gishiki,Playstation,2012,Role-Playing,Starfish,0,0,0.02,0,0.02,,,,,,
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,Playstation,2006,Misc,Sega,0,0,0.02,0,0.02,,,,,,
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,Nintendo,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Mushishi: Amefuru Sato,Nintendo,2008,Simulation,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Timmy Time,Nintendo,2011,Action,Avanquest,0,0.02,0,0,0.02,,,,,,
Arcana Famiglia: Vascello Phantasma no Majutsushi,Playstation,2012,Action,Comfort,0,0,0.02,0,0.02,,,,,,
The Legend of Heroes: Trails in the Sky Second Chapter,Playstation,2013,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,,,,,,
Motocross Mania 3,Microsoft,2005,Racing,Take-Two Interactive,0.01,0,0,0,0.02,38,9,3.6,7,Deibus Studios,T
Winning Post 7: Maximum 2007,Playstation,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,Playstation,2010,Action,Russel,0,0,0.02,0,0.02,,,,,,
Vitamin R,Playstation,2013,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
Fist of the North Star: Ken's Rage 2,Nintendo,2013,Fighting,Tecmo Koei,0,0,0.02,0,0.02,40,4,5.8,18,Koei,M
Gakuen K: Wonderful School Days,Playstation,2014,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,Nintendo,2006,Action,Atari,0.01,0.01,0,0,0.02,,,,,,
Guitar Freaks V2 & DrumMania V2,Playstation,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Backyard Baseball '09,Playstation,2008,Sports,Atari,0.01,0.01,0,0,0.02,,,tbd,,Humongous Entertainment,E
Puzzle City,Nintendo,2009,Puzzle,Destineer,0.02,0,0,0,0.02,,,tbd,,Destineer,E
Dance! It's Your Stage,Playstation,2011,Misc,DTP Entertainment,0,0.02,0,0,0.02,,,,,,
CV Casting Voice,Playstation,2014,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Pastel Chime Continue,Playstation,2010,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Zwei!!,Playstation,2008,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,,,,,,
Ro-Kyu-Bu! Lost Secret,Playstation,2013,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Pump It Up: Exceed,Microsoft,2005,Misc,Mastiff,0.01,0,0,0,0.02,74,9,7.5,4,Andamiro U.S.A. Corp.,T
Tenkai Knights: Brave Battle,Nintendo,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02,26,10,2.4,22,Bandai Namco Games,E10+
Malice,Playstation,2004,Platform,Evolved Games,0.01,0.01,0,0,0.02,51,11,tbd,,Argonaut Games,T
Devil Survivor: Over Clock,Nintendo,2015,Strategy,Atlus,0,0,0.02,0,0.02,,,,,,
Defendin' De Penguin,Nintendo,2008,Strategy,Zushi Games,0.02,0,0,0,0.02,,,,,,
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,Playstation,2008,Role-Playing,Sega,0,0,0.02,0,0.02,,,,,,
Kokoro Connect: Yochi Random,Playstation,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Warship Gunner 2 Portable,Playstation,2009,Simulation,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Downtown Nekketsu Jidaigek,Nintendo,2015,Action,Arc System Works,0,0,0.02,0,0.02,,,,,,
B-17: Fortress in the Sky,Nintendo,2007,Simulation,DSI Games,0.02,0,0,0,0.02,38,4,tbd,,SkyRiver Studios,E10+
Spanish for Everyone!,Nintendo,2007,Puzzle,Activision,0.02,0,0,0,0.02,,,,,,
Battle Princess of Arcadias,Playstation,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,69,22,7.9,25,ApolloSoft,T
Chuck E. Cheese's Super Collection,Nintendo,2011,Action,UFO Interactive,0.02,0,0,0,0.02,,,tbd,,UFO Interactive,E
Runaway: A Twist of Fate,Nintendo,N/A,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,66,5,,,Pendulo Studios,T
Uchuu Keiji Tamashii: The Space Sheriff Spirits,Playstation,2006,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Car Battler Joe,Nintendo,2001,Role-Playing,Victor Interactive,0.01,0.01,0,0,0.02,77,11,tbd,,Ancient,E
StormLover Karen!!,Playstation,2011,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
Digimon Rumble Arena 2,Microsoft,2004,Fighting,Atari,0.01,0,0,0,0.02,65,8,8.8,4,Black Ship Games,T
Steins;Gate: Hiyoku Renri no Darling,Playstation,2012,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Ten Pin Alley 2,Nintendo,2008,Sports,XS Games,0.02,0,0,0,0.02,30,4,tbd,,Other Ocean Interactive,E
Coded Soul: Uke Keigareshi Idea,Playstation,2008,Role-Playing,Sony Computer Entertainment,0,0,0.02,0,0.02,,,,,,
AIR,Playstation,2007,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,Playstation,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,Playstation,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Virtua Pro Football,Playstation,2006,Sports,Sega,0,0,0.02,0,0.02,,,,,,
Adidas Power Soccer 98,Playstation,1998,Sports,Psygnosis,0.01,0.01,0,0,0.02,,,,,,
Natsuiro High School: Seishun Hakusho,Playstation,2015,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Nintendo,N/A,Racing,Unknown,0,0,0.02,0,0.02,,,,,,
Heroes VS,Playstation,2013,Fighting,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Kazoku Keikaku,Playstation,2010,Adventure,CyberFront,0,0,0.02,0,0.02,,,,,,
Resident Evil 5 HD,Microsoft,2016,Action,Capcom,0.02,0,0,0,0.02,,,,,,
Super Fruit Fall,Nintendo,2006,Puzzle,System 3 Arcade Software,0.01,0,0,0,0.02,,,,,System 3,E
Jelly Belly: Ballistic Beans,Nintendo,2009,Puzzle,Zoo Digital Publishing,0.02,0,0,0,0.02,,,tbd,,Zoo Digital Publishing,E
Army Rescue,Nintendo,2009,Shooter,UFO Interactive,0.02,0,0,0,0.02,,,tbd,,"UFO Interactive, CyberPlanet Interactive Public Co., Ltd.",E
Tom Clancy's Splinter Cell Classic Trilogy HD,Playstation,2011,Action,Ubisoft,0.02,0,0,0,0.02,67,21,6.8,29,Ubisoft,M
Aoishiro,Playstation,2008,Adventure,Success,0,0,0.02,0,0.02,,,,,,
Virtual Kasparov,Nintendo,2002,Strategy,Titus,0.01,0.01,0,0,0.02,70,6,tbd,,Titus Software,E
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Microsoft,2005,Platform,Global Star,0.01,0,0,0,0.02,57,6,tbd,,High Voltage Software,E10+
PC Engine Best Collection: Tengai Makyou Collection,Playstation,2008,Role-Playing,Hudson Soft,0,0,0.02,0,0.02,,,,,,
Kung Fu Panda: Showdown of Legendary Legends,Playstation,2015,Action,Little Orbit,0,0.02,0,0,0.02,,,tbd,,"Vicious Cycle, Little Orbit",E10+
Kung Fu Panda: Showdown of Legendary Legends,Microsoft,2015,Action,Little Orbit,0,0.02,0,0,0.02,,,6.8,4,"Vicious Cycle, Little Orbit",E10+
Mighty No. 9,Microsoft,2016,Platform,Deep Silver,0.02,0,0,0,0.02,55,13,4.2,94,Inti Creates,E10+
ESPN MLS ExtraTime 2002,Microsoft,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,68,6,tbd,,KCEA,E
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,Playstation,2010,Misc,Karin Entertainment,0,0,0.02,0,0.02,,,,,,
Dreamer Series: Horse Trainer,Nintendo,2008,Simulation,DreamCatcher Interactive,0.02,0,0,0,0.02,,,tbd,,,
Hogs of War,Playstation,2000,Strategy,Infogrames,0.01,0.01,0,0,0.02,62,10,8.8,31,Infogrames Sheffield,T
Katekyoo Hitman Reborn! Dream Hyper Battle!,Playstation,2007,Fighting,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Muchi Muchi Pork & Pink Sweets,Microsoft,2011,Shooter,Cave,0,0,0.02,0,0.02,,,,,,
Meiji Toukyou Renka,Playstation,2013,Adventure,Broccoli,0,0,0.02,0,0.02,,,,,,
Point Blank 3,Playstation,2000,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.02,78,5,8.4,5,Tose Software,T
Mushihimesama,Microsoft,2012,Action,Cave,0,0,0.02,0,0.02,,,,,,
Higurashi no Naku Koro ni: Jan,Playstation,2009,Misc,AQ Interactive,0,0,0.02,0,0.02,,,,,,
Elvandia Story,Playstation,2007,Role-Playing,Spike,0,0,0.02,0,0.02,,,,,,
Winning Post 8 2016,Playstation,2016,Simulation,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,Playstation,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Triggerheart Excelica Enhanced,Playstation,2009,Shooter,Alchemist,0,0,0.02,0,0.02,,,,,,
Nervous Brickdown,Nintendo,2007,Puzzle,Eidos Interactive,0,0.01,0,0,0.02,70,21,7.5,11,Arkedo Studio,E
Puzzle Star Sweep,Playstation,1997,Puzzle,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,,,,,,
Battle Spirits: Kiseki no Hasha,Playstation,2009,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Maximum Racing: Crash Car Racer,Nintendo,2010,Racing,Nordic Games,0.01,0.01,0,0,0.02,,,tbd,,Nordic Games Publishing,E
The Conveni 4,Playstation,2006,Simulation,Hamster Corporation,0,0,0.02,0,0.02,,,,,,
The Cheetah Girls,Nintendo,2006,Misc,Disney Interactive Studios,0.01,0,0,0,0.02,,,tbd,,Gorilla Systems,E
Kamen Rider: Battride War II,Nintendo,2014,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Niko Puchi Girls Runway,Nintendo,2015,Misc,Happinet,0,0,0.02,0,0.02,,,,,,
uDraw Studio: Instant Artist,Microsoft,2011,Misc,THQ,0.01,0.01,0,0,0.02,54,5,5.7,6,THQ,E
The Testament of Sherlock Holmes,Microsoft,2012,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,64,24,7.6,30,Frogwares,M
Seitokai no Ichizon: DS-suru Seitokai,Nintendo,2010,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Teenage Mutant Ninja Turtles Double Pack,Nintendo,2006,Action,Konami Digital Entertainment,0.01,0,0,0,0.02,,,,,,
The Crew: Wild Run,Microsoft,2015,Action,Ubisoft,0,0.02,0,0,0.02,65,5,6.6,21,Ivory Tower,T
Prism Ark: Awake,Playstation,2008,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,Playstation,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Rozen Maiden: Duellwalzer,Playstation,2006,Adventure,Taito,0,0,0.02,0,0.02,,,,,,
Rugby 06,Microsoft,2006,Sports,Electronic Arts,0.01,0,0,0,0.02,76,18,tbd,,,
Winter Blast: 9 Snow & Ice Games,Nintendo,2010,Sports,Destineer,0.02,0,0,0,0.02,,,,,,
Marvel Avengers: Battle for Earth,Microsoft,2012,Action,Ubisoft,0.02,0,0,0,0.02,62,11,7.3,12,Ubisoft Quebec,T
Natsuiro High School: Seishun Hakusho,Playstation,2015,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,
Shrek / Shark Tale Game Boy Advance Video,Nintendo,2006,Misc,Hasbro Interactive,0.01,0,0,0,0.02,,,,,,
Urban Chaos: Riot Response,Microsoft,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02,72,34,8.6,9,Rocksteady Studios,M
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,Playstation,2015,Action,Arc System Works,0,0,0.02,0,0.02,,,,,,
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,Playstation,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
The Mummy,Nintendo,2002,Action,Ubisoft,0.01,0,0,0,0.02,72,6,tbd,,Ubisoft Milan,E
Guitar Freaks V3 & DrumMania V3,Playstation,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Chrysler Classic Racing,Nintendo,2008,Racing,Zoo Games,0.02,0,0,0,0.02,,,tbd,,Extra Mile Studios,E
The Crow: City of Angels,Playstation,1997,Action,Acclaim Entertainment,0.01,0.01,0,0,0.02,,,,,,
Military History: Commander - Europe at War,Playstation,2009,Strategy,Slitherine Software,0,0.01,0,0.01,0.02,,,,,,
Snow Portable,Playstation,2007,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,
Poyo Poyo Kansatsu Nikki,Nintendo,2012,Action,IE Institute,0,0,0.02,0,0.02,,,,,,
Jinsei Game DS,Nintendo,2006,Misc,Atlus,0,0,0.02,0,0.02,,,,,,
Guitar Freaks & DrumMania: Masterpiece Gold,Playstation,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Broken Sword: The Sleeping Dragon,Microsoft,2003,Adventure,THQ,0.01,0,0,0,0.02,77,24,8.3,12,Revolution Software,T
Reversal Challenge,Nintendo,2009,Misc,Tommo,0.02,0,0,0,0.02,,,tbd,,UFO Interactive,E
Darksiders,Playstation,2010,Action,THQ,0.01,0,0,0,0.02,82,73,7.9,319,Vigil Games,M
Miyako,Playstation,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Motto NUGA-CEL!,Playstation,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),Playstation,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
11eyes: CrossOver,Playstation,2010,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Gon: BakuBakuBakuBaku Adventure,Nintendo,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Style Book: Junior City,Nintendo,2006,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Earth Seeker,Nintendo,2011,Role-Playing,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Barbie as the Princess and the Pauper,Nintendo,2004,Adventure,Vivendi Games,0.01,0,0,0,0.02,,,tbd,,WayForward,E
Tantei Opera: Milky Holmes,Playstation,2010,Adventure,Unknown,0,0,0.02,0,0.02,,,,,,
PopCap Hits!,Microsoft,2011,Misc,PopCap Games,0,0.02,0,0,0.02,,,,,,
Entaku no Seito: The Eternal Legend,Playstation,2012,Role-Playing,Kadokawa Games,0,0,0.02,0,0.02,,,,,,
New Atelier Rorona: Hajimari no Monogatari,Nintendo,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
My Hero: Doctor,Nintendo,2009,Action,Majesco Entertainment,0.02,0,0,0,0.02,,,tbd,,"Majesco Games, Majesco",E10+
Rainbow Islands Revolution,Nintendo,2005,Platform,Rising Star Games,0.01,0,0,0,0.02,54,19,tbd,,Marvelous Entertainment,E
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,Playstation,2007,Role-Playing,Sega,0,0,0.02,0,0.02,,,,,,
Cabela's Alaskan Adventure,Playstation,N/A,Sports,Unknown,0.01,0.01,0,0,0.02,,,,,,
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,Playstation,2010,Action,Takara Tomy,0,0,0.02,0,0.02,,,,,,
Elf Bowling 1 & 2,Nintendo,2005,Sports,Ignition Entertainment,0.02,0,0,0,0.02,,,,,,
Germany's Next Topmodel 2011,Nintendo,2011,Simulation,7G//AMES,0,0.02,0,0,0.02,,,,,,
Arabians Lost: The Engagement on Desert,Playstation,2007,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,Nintendo,2010,Simulation,Square Enix,0,0,0.02,0,0.02,,,,,,
Garfield Gets Real,Nintendo,2009,Action,Zushi Games,0,0.02,0,0,0.02,39,4,tbd,,PAWS,E
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,Nintendo,2010,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,Nintendo,2007,Misc,Gakken,0,0,0.02,0,0.02,,,,,,
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,Playstation,2010,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Crime Scene,Nintendo,2009,Adventure,Nobilis,0,0.02,0,0,0.02,54,7,tbd,,White Birds Productions,M
Puzzle Guzzle,Playstation,2007,Puzzle,DHM Interactive,0.02,0,0,0,0.02,65,12,tbd,,Agetec,E
Starry ? Sky: After Summer,Playstation,2013,Misc,Asgard,0,0,0.02,0,0.02,,,,,,
Thomas & Friends: Hero of the Rails,Nintendo,2010,Misc,Unknown,0,0.01,0,0,0.02,,,,,,
ESPN NFL Primetime 2002,Microsoft,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,57,10,tbd,,Farsight Technologies,E
Gallop Racer Inbreed,Playstation,2006,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Red Ninja: End of Honor,Microsoft,2005,Action,Vivendi Games,0.01,0,0,0,0.02,46,25,4,5,Tranji,M
Ketsui: Kizuna Jigoku Tachi Extra,Microsoft,2010,Shooter,5pb,0,0,0.02,0,0.02,,,,,,
Frisbee Disc Freestyle / Frisbee Disc Golf,Nintendo,2007,Sports,DSI Games,0.02,0,0,0,0.02,,,tbd,,Destination Software,E
The King of Fighters Collection: The Orochi Saga (JP sales),Playstation,2006,Fighting,Ignition Entertainment,0,0,0.02,0,0.02,,,,,,
Suzumiya Haruhi-Chan no Mahjong,Playstation,2011,Misc,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Tsuki no Hikari: Shizumeru Kane no Satsujin,Playstation,2002,Adventure,Victor Interactive,0,0,0.02,0,0.02,,,,,,
Chili Con Carnage,Playstation,2007,Shooter,Eidos Interactive,0,0.01,0,0,0.02,74,37,8.2,13,Deadline Games,M
Writing and Speaking Beautiful Japanese DS,Nintendo,N/A,Misc,Unknown,0,0,0.02,0,0.02,,,,,,
Sega Ages 2500 Series Vol. 26: Dynamite Deka,Playstation,2006,Action,Sega,0,0,0.02,0,0.02,,,,,,
Kong: The Animated Series,Nintendo,2002,Action,BAM! Entertainment,0.01,0,0,0,0.02,52,4,tbd,,Planet Interactive,E
Puzzle Quest: Challenge of the Warlords,Playstation,2007,Puzzle,D3Publisher,0.01,0,0,0,0.02,84,32,8,19,"Vicious Cycle, Infinite Interactive",E10+
Casper's Scare School: Spooky Sports Day,Nintendo,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02,,,tbd,,The Code Monkeys,E
Koisuru Otome to Shugo no Tate Portable,Playstation,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,Nintendo,2012,Action,Irem Software Engineering,0,0,0.02,0,0.02,,,,,,
Garfield's Nightmare,Nintendo,2007,Platform,Game Factory,0.01,0,0,0,0.02,70,9,tbd,,Shin'en,E
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",Playstation,2007,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Bakumatsu Renka: Karyuu Kenshi-den,Playstation,2007,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
Iridium Runners,Playstation,2008,Racing,SouthPeak Games,0.01,0.01,0,0,0.02,57,12,tbd,,Playstos Entertainment,E
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,Nintendo,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Tiny Toon Adventures: Wacky Stackers,Nintendo,2001,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.02,58,5,tbd,,Warthog,E
Princess Frontier Portable,Playstation,2011,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,
Rock Blast,Nintendo,2010,Puzzle,UFO Interactive,0.02,0,0,0,0.02,,,tbd,,UFO Interactive,E
Touch Detective (JP sales),Nintendo,2006,Adventure,505 Games,0,0,0.02,0,0.02,,,,,,
Emergency Mayhem,Nintendo,2008,Racing,Codemasters,0.02,0,0,0,0.02,40,21,4.3,4,Supersonic Software,T
Mary King's Riding School,Nintendo,2008,Simulation,Ghostlight,0,0.02,0,0,0.02,,,,,Coyote Console,
Rising Zan: The Samurai Gunman,Playstation,1998,Action,Agetec,0.01,0.01,0,0,0.02,,,,,,
Robopon 2: Cross Version,Nintendo,2001,Role-Playing,Hudson Entertainment,0.01,0,0,0,0.02,,,,,,
Mai-Otome Hime: Otome Butou Shi,Playstation,2006,Fighting,Sunrise Interactive,0,0,0.02,0,0.02,,,,,,
Ben 10 Omniverse 2,Nintendo,2013,Action,Namco Bandai Games,0,0.02,0,0,0.02,,,7.6,5,1st Playable Productions,E10+
TMNT: Mutant Melee,Microsoft,2005,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.02,43,13,4.8,5,Konami Computer Entertainment Hawaii,T
Ultimate Puzzle Games,Nintendo,2005,Puzzle,Telegames,0.01,0,0,0,0.02,,,tbd,,"Telegames, Inc.",E
Kimikare: New Semester,Playstation,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Playstation,2008,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Prototype: Biohazard Bundle,Playstation,2016,Action,Activision,0.01,0,0,0,0.02,48,4,2,53,Radical Entertainment,M
RoboCop,Microsoft,2003,Shooter,Titus,0.01,0,0,0,0.02,30,9,3.6,12,Titus Software,M
Haneru no Tobira Wii: Girigirissu,Nintendo,2007,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Elminage II: Sousei no Megami to Unmei no Daichi,Playstation,2009,Role-Playing,Starfish,0,0,0.02,0,0.02,,,,,,
Titanic Mystery,Nintendo,2010,Puzzle,O-Games,0.02,0,0,0,0.02,,,tbd,,Purple Hills,T
Aqua Panic!,Nintendo,2009,Puzzle,Neko Entertainment,0.01,0.01,0,0,0.02,,,,,,
Blazing Souls,Playstation,2006,Role-Playing,Idea Factory,0,0,0.02,0,0.02,,,,,,
